"時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","都道府県・市部－郡部－市区町村別 コード","都道府県・市部－郡部－市区町村別 補助コード","都道府県・市部－郡部－市区町村別","/人口動態総覧","出生数【人】","2500g未満出生数【人】","死亡数【人】","乳児（１歳未満）死亡数【人】","新生児（生後4週未満）死亡数【人】","自然死産数【胎】","人工死産数【胎】","周産期死亡数【胎・人】","妊娠満22週以後の死産数【胎】","早期新生児（生後1週未満）死亡数【人】","婚姻件数【組】","離婚件数【組】"
"2022000000","","2022年","18210","","坂井市","","536","41","1,067","-","-","5","5","1","1","-","299","90"
"2022000000","","2022年","18322","","永平寺町","","105","9","269","-","-","-","-","-","-","-","50","22"
"2022000000","","2022年","18382","","池田町","","9","1","47","-","-","-","1","-","-","-","9","1"
"2022000000","","2022年","18404","","南越前町","","45","-","176","-","-","-","1","-","-","-","32","11"
"2022000000","","2022年","18423","","越前町","","105","4","368","-","-","1","1","1","1","-","66","14"
"2022000000","","2022年","18442","","美浜町","","71","7","151","-","-","-","3","-","-","-","40","10"
"2022000000","","2022年","18481","","高浜町","","58","1","145","-","-","1","-","-","-","-","34","14"
"2022000000","","2022年","18483","","おおい町","","64","5","138","-","-","-","-","-","-","-","26","5"
"2022000000","","2022年","18501","","若狭町","","68","9","239","1","1","-","1","-","-","-","41","13"
"2022000000","","2022年","19000","","山梨県","","4,759","532","11,090","11","4","48","33","15","11","4","2,875","1,128"
"2022000000","","2022年","19010","","市部","","4,049","435","9,354","9","4","37","30","13","9","4","2,450","981"
"2022000000","","2022年","19020","","郡部","","710","97","1,736","2","-","11","3","2","2","-","425","147"
"2022000000","","2022年","19201","","甲府市","","1,143","125","2,526","6","3","12","8","4","1","3","822","281"
"2022000000","","2022年","19202","","富士吉田市","","300","28","692","-","-","-","2","-","-","-","175","66"
"2022000000","","2022年","19204","","都留市","","165","15","417","1","-","-","2","-","-","-","94","41"
"2022000000","","2022年","19205","","山梨市","","187","19","563","-","-","3","-","-","-","-","99","37"
"2022000000","","2022年","19206","","大月市","","54","9","420","-","-","1","-","-","-","-","44","11"
"2022000000","","2022年","19207","","韮崎市","","140","16","354","-","-","1","1","-","-","-","91","46"
"2022000000","","2022年","19208","","南アルプス市","","480","45","789","-","-","4","2","2","2","-","221","89"
"2022000000","","2022年","19209","","北杜市","","169","15","704","-","-","2","1","1","1","-","96","62"
"2022000000","","2022年","19210","","甲斐市","","594","66","720","-","-","5","5","1","1","-","332","161"
"2022000000","","2022年","19211","","笛吹市","","453","52","940","1","1","6","5","3","2","1","264","95"
"2022000000","","2022年","19212","","上野原市","","59","9","353","-","-","-","1","-","-","-","41","19"
"2022000000","","2022年","19213","","甲州市","","126","18","540","1","-","1","1","1","1","-","61","32"
"2022000000","","2022年","19214","","中央市","","179","18","336","-","-","2","2","1","1","-","110","41"
"2022000000","","2022年","19346","","市川三郷町","","60","9","276","-","-","1","-","-","-","-","40","18"
"2022000000","","2022年","19364","","早川町","","2","-","24","-","-","-","-","-","-","-","2","-"
"2022000000","","2022年","19365","","身延町","","18","-","289","-","-","-","-","-","-","-","11","11"
"2022000000","","2022年","19366","","南部町","","16","1","136","-","-","-","-","-","-","-","14","5"
"2022000000","","2022年","19368","","富士川町","","64","12","223","-","-","2","-","1","1","-","40","14"
"2022000000","","2022年","19384","","昭和町","","187","17","176","-","-","5","1","1","1","-","87","27"
"2022000000","","2022年","19422","","道志村","","3","-","31","-","-","-","-","-","-","-","7","5"
"2022000000","","2022年","19423","","西桂町","","19","2","51","-","-","1","1","-","-","-","9","9"
"2022000000","","2022年","19424","","忍野村","","92","12","86","1","-","-","-","-","-","-","79","12"
"2022000000","","2022年","19425","","山中湖村","","27","2","58","-","-","-","-","-","-","-","19","7"
"2022000000","","2022年","19429","","鳴沢村","","17","4","53","1","-","1","1","-","-","-","8","2"
"2022000000","","2022年","19430","","富士河口湖町","","200","37","309","-","-","1","-","-","-","-","107","37"
"2022000000","","2022年","19442","","小菅村","","1","-","9","-","-","-","-","-","-","-","1","-"
"2022000000","","2022年","19443","","丹波山村","","4","1","15","-","-","-","-","-","-","-","1","-"
"2022000000","","2022年","20000","","長野県","","12,143","1,114","28,503","19","5","104","120","34","31","3","7,288","2,559"
"2022000000","","2022年","20010","","市部","","10,126","899","21,970","14","4","96","95","31","28","3","6,189","2,107"
"2022000000","","2022年","20020","","郡部","","2,017","215","6,533","5","1","8","25","3","3","-","1,099","452"
"2022000000","","2022年","20201","","長野市","","2,391","194","4,790","3","-","18","20","5","5","-","1,466","439"
"2022000000","","2022年","20202","","松本市","","1,641","147","2,903","2","1","12","20","6","5","1","1,048","345"
"2022000000","","2022年","20203","","上田市","","932","82","2,130","-","-","7","9","1","1","-","581","221"
"2022000000","","2022年","20204","","岡谷市","","264","18","701","-","-","2","-","2","2","-","168","67"
"2022000000","","2022年","20205","","飯田市","","639","55","1,419","1","1","8","7","4","3","1","362","114"
"2022000000","","2022年","20206","","諏訪市","","307","27","639","-","-","6","1","-","-","-","194","60"
"2022000000","","2022年","20207","","須坂市","","280","29","705","-","-","3","2","-","-","-","160","54"
"2022000000","","2022年","20208","","小諸市","","265","25","579","3","1","2","1","1","-","1","149","79"
"2022000000","","2022年","20209","","伊那市","","370","49","895","-","-","6","5","3","3","-","228","87"
"2022000000","","2022年","20210","","駒ヶ根市","","196","20","506","1","-","1","-","-","-","-","131","37"
"2022000000","","2022年","20211","","中野市","","216","19","571","1","-","2","3","1","1","-","125","47"
"2022000000","","2022年","20212","","大町市","","108","11","426","-","-","1","1","-","-","-","83","34"
"2022000000","","2022年","20213","","飯山市","","83","4","339","-","-","-","2","-","-","-","47","10"
"2022000000","","2022年","20214","","茅野市","","299","23","703","2","1","1","3","-","-","-","191","77"
"2022000000","","2022年","20215","","塩尻市","","423","37","851","-","-","3","9","1","1","-","305","89"
"2022000000","","2022年","20217","","佐久市","","655","57","1,313","1","-","8","1","-","-","-","360","143"
"2022000000","","2022年","20218","","千曲市","","365","37","898","-","-","5","2","4","4","-","196","68"
"2022000000","","2022年","20219","","東御市","","172","15","354","-","-","6","3","1","1","-","93","30"
"2022000000","","2022年","20220","","安曇野市","","520","50","1,248","-","-","5","6","2","2","-","302","106"
"2022000000","","2022年","20303","","小海町","","16","5","87","-","-","-","-","-","-","-","10","4"
"2022000000","","2022年","20304","","川上村","","21","3","54","-","-","-","-","-","-","-","14","9"
"2022000000","","2022年","20305","","南牧村","","20","4","60","-","-","-","-","-","-","-","5","2"
"2022000000","","2022年","20306","","南相木村","","3","-","14","-","-","-","-","-","-","-","2","2"
"2022000000","","2022年","20307","","北相木村","","3","-","15","-","-","-","-","-","-","-","1","3"
"2022000000","","2022年","20309","","佐久穂町","","49","2","177","-","-","-","1","-","-","-","22","9"
"2022000000","","2022年","20321","","軽井沢町","","80","12","277","1","-","-","-","-","-","-","61","29"
"2022000000","","2022年","20323","","御代田町","","114","18","173","-","-","1","1","1","1","-","42","21"
"2022000000","","2022年","20324","","立科町","","32","6","109","-","-","1","-","1","1","-","17","9"
"2022000000","","2022年","20349","","青木村","","20","5","71","-","-","-","-","-","-","-","11","4"
"2022000000","","2022年","20350","","長和町","","29","-","118","-","-","-","1","-","-","-","15","3"
"2022000000","","2022年","20361","","下諏訪町","","89","8","317","-","-","-","-","-","-","-","48","23"
"2022000000","","2022年","20362","","富士見町","","53","6","203","-","-","1","-","1","1","-","35","13"
"2022000000","","2022年","20363","","原村","","42","6","114","-","-","-","-","-","-","-","16","8"
"2022000000","","2022年","20382","","辰野町","","79","9","328","-","-","1","1","-","-","-","52","14"
"2022000000","","2022年","20383","","箕輪町","","136","21","314","-","-","-","1","-","-","-","86","32"
"2022000000","","2022年","20384","","飯島町","","37","4","151","-","-","-","-","-","-","-","21","13"
"2022000000","","2022年","20385","","南箕輪村","","139","15","165","1","1","1","4","-","-","-","69","20"
"2022000000","","2022年","20386","","中川村","","27","2","62","-","-","-","1","-","-","-","11","4"
"2022000000","","2022年","20388","","宮田村","","52","5","97","-","-","-","1","-","-","-","21","3"
"2022000000","","2022年","20402","","松川町","","90","6","164","1","-","-","-","-","-","-","34","16"
"2022000000","","2022年","20403","","高森町","","85","11","186","-","-","-","-","-","-","-","32","14"
"2022000000","","2022年","20404","","阿南町","","16","3","128","-","-","-","-","-","-","-","10","3"
"2022000000","","2022年","20407","","阿智村","","38","3","101","1","-","-","-","-","-","-","14","11"
"2022000000","","2022年","20409","","平谷村","","2","-","6","-","-","-","-","-","-","-","-","-"
"2022000000","","2022年","20410","","根羽村","","4","1","27","-","-","-","-","-","-","-","1","-"
"2022000000","","2022年","20411","","下條村","","24","-","57","1","-","-","-","-","-","-","9","2"
"2022000000","","2022年","20412","","売木村","","-","-","8","-","-","-","-","-","-","-","-","2"
"2022000000","","2022年","20413","","天龍村","","4","1","39","-","-","-","-","-","-","-","3","2"
"2022000000","","2022年","20414","","泰阜村","","13","1","44","-","-","-","-","-","-","-","3","-"
"2022000000","","2022年","20415","","喬木村","","32","1","104","-","-","-","-","-","-","-","12","5"
"2022000000","","2022年","20416","","豊丘村","","43","4","106","-","-","1","1","-","-","-","14","12"
"2022000000","","2022年","20417","","大鹿村","","4","1","33","-","-","-","-","-","-","-","4","1"
"2022000000","","2022年","20422","","上松町","","8","1","82","-","-","-","-","-","-","-","12","2"
"2022000000","","2022年","20423","","南木曽町","","12","2","99","-","-","-","1","-","-","-","11","3"
"2022000000","","2022年","20425","","木祖村","","9","-","65","-","-","-","-","-","-","-","3","1"
"2022000000","","2022年","20429","","王滝村","","4","-","19","-","-","-","-","-","-","-","-","-"
"2022000000","","2022年","20430","","大桑村","","18","3","72","-","-","-","-","-","-","-","7","4"
"2022000000","","2022年","20432","","木曽町","","34","6","213","-","-","-","-","-","-","-","26","14"
"2022000000","","2022年","20446","","麻績村","","9","-","65","-","-","-","-","-","-","-","6","7"
"2022000000","","2022年","20448","","生坂村","","13","-","18","-","-","-","1","-","-","-","6","2"
"2022000000","","2022年","20450","","山形村","","49","4","93","-","-","-","1","-","-","-","19","13"
"2022000000","","2022年","20451","","朝日村","","29","3","69","-","-","1","1","-","-","-","22","5"
"2022000000","","2022年","20452","","筑北村","","12","-","78","-","-","-","-","-","-","-","13","3"
"2022000000","","2022年","20481","","池田町","","38","7","176","-","-","-","2","-","-","-","17","13"
"2022000000","","2022年","20482","","松川村","","42","2","107","-","-","-","-","-","-","-","28","16"
"2022000000","","2022年","20485","","白馬村","","39","1","102","-","-","-","-","-","-","-","33","12"
"2022000000","","2022年","20486","","小谷村","","14","-","43","-","-","-","1","-","-","-","6","2"
"2022000000","","2022年","20521","","坂城町","","48","3","240","-","-","-","1","-","-","-","35","10"
"2022000000","","2022年","20541","","小布施町","","62","5","155","-","-","-","1","-","-","-","28","8"
"2022000000","","2022年","20543","","高山村","","21","2","106","-","-","-","1","-","-","-","17","7"
"2022000000","","2022年","20561","","山ノ内町","","39","1","216","-","-","-","-","-","-","-","32","12"
"2022000000","","2022年","20562","","木島平村","","12","-","108","-","-","-","1","-","-","-","12","5"
"2022000000","","2022年","20563","","野沢温泉村","","11","2","65","-","-","-","-","-","-","-","9","2"
"2022000000","","2022年","20583","","信濃町","","35","5","138","-","-","1","1","-","-","-","21","4"
"2022000000","","2022年","20588","","小川村","","12","2","49","-","-","-","-","-","-","-","10","1"
"2022000000","","2022年","20590","","飯綱町","","47","2","191","-","-","-","1","-","-","-","26","12"
"2022000000","","2022年","20602","","栄村","","4","1","55","-","-","-","-","-","-","-","5","1"
"2022000000","","2022年","21000","","岐阜県","","11,124","1,063","26,175","28","9","100","86","41","34","7","6,525","2,565"
